date,forecast_price,lower_90,upper_90,commodity,is_forecast
2010-01-01,3.398330353655419,2.5876149056279822,4.242444814860043,Corn,False
2010-02-01,3.728090712012849,2.890402804718846,4.613514740070705,Corn,False
2010-03-01,3.856490200194434,2.959281095000446,4.751865095651849,Corn,False
2010-04-01,4.037547405722166,3.1683503894010294,4.900887821981891,Corn,False
2010-05-01,4.193204788176095,3.2815581882345093,5.073602909782488,Corn,False
2010-06-01,4.3321896600764696,3.508013691155471,5.1655043043230675,Corn,False
2010-07-01,4.4699882722748425,3.5600976015380748,5.386474626375169,Corn,False
2010-08-01,4.486424474989979,3.562043702373915,5.3607836120607395,Corn,False
2010-09-01,4.383815809195168,3.5344755184129917,5.224377145538628,Corn,False
2010-10-01,4.414134242212135,3.552824717230104,5.242051210342805,Corn,False
2010-11-01,4.5545532400795485,3.6309969780534908,5.414304815727401,Corn,False
2010-12-01,4.804650342073408,3.945316908952099,5.696019034822465,Corn,False
2011-01-01,4.999475353415205,4.13815367810483,5.8143938196884415,Corn,False
2011-02-01,5.171599807826304,4.295728975560819,6.06785855417653,Corn,False
2011-03-01,5.736211324889398,4.907791921019101,6.648411931534076,Corn,False
2011-04-01,5.865022614122869,4.942667924428497,6.74518226045514,Corn,False
2011-05-01,5.963162969077478,5.1557582280697805,6.802243206718578,Corn,False
2011-06-01,6.011534131085897,5.138103434760513,6.917271366211442,Corn,False
2011-07-01,6.124200947562812,5.240645135109437,6.969902219633779,Corn,False
2011-08-01,6.064047867209615,5.219098931055636,6.931493602694328,Corn,False
2011-09-01,5.864403726813803,5.035176723977649,6.730700348005344,Corn,False
2011-10-01,5.930418670374431,5.045832232806537,6.770151976987674,Corn,False
2011-11-01,6.010132728813816,5.109629693773425,6.855453655931257,Corn,False
2011-12-01,6.349284010643147,5.437035915970091,7.18182434822207,Corn,False
2012-01-01,6.323779479773453,5.494631898815998,7.240454445211159,Corn,False
2012-02-01,6.132354509744602,5.253012490244213,6.979669515687049,Corn,False
2012-03-01,6.496775185859293,5.664649098319849,7.405613242227228,Corn,False
2012-04-01,6.774662847018925,5.904669651552681,7.692629938586445,Corn,False
2012-05-01,7.009249344298379,6.144217439558141,7.8340501907638815,Corn,False
2012-06-01,7.27288324492894,6.370457002914242,8.117652562549665,Corn,False
2012-07-01,7.2319894882489155,6.38879296533089,8.130009913293675,Corn,False
2012-08-01,7.0060551421419,6.124883450230169,7.8711192981291145,Corn,False
2012-09-01,6.582726653062342,5.712765180177769,7.386584839702481,Corn,False
2012-10-01,6.2046870169731605,5.404497260828068,7.118048567271055,Corn,False
2012-11-01,6.268897122616098,5.422648365646743,7.1417153288983615,Corn,False
2012-12-01,6.153464175218888,5.287004844569376,7.028598490928874,Corn,False
2013-01-01,6.444381214445255,5.5622051918834785,7.297279054431083,Corn,False
2013-02-01,6.980633495091751,6.098877798295706,7.905141102497543,Corn,False
2013-03-01,6.347351669388092,5.504229816229496,7.206366105573289,Corn,False
2013-04-01,6.364121162795559,5.44431687094161,7.247685113536352,Corn,False
2013-05-01,6.340081761394023,5.4390213144267925,7.197733393891342,Corn,False
2013-06-01,6.301640832707723,5.401309193733458,7.182703733045587,Corn,False
2013-07-01,6.17313918457081,5.327495183010459,6.999456362368402,Corn,False
2013-08-01,5.881836687507286,4.986889940310851,6.670491632189296,Corn,False
2013-09-01,5.446203590415152,4.605161464099733,6.329377580381367,Corn,False
2013-10-01,5.134657730383641,4.308352375157123,6.015209152851457,Corn,False
2013-11-01,5.067957859467604,4.250136647382598,5.964831757499317,Corn,False
2013-12-01,5.026723583861333,4.172922948302064,5.885582176453097,Corn,False
2014-01-01,5.108746543078175,4.2343038887430104,5.931208548603169,Corn,False
2014-02-01,5.268230510632962,4.409295594927431,6.12950268052796,Corn,False
2014-03-01,5.158124571905746,4.2601461685975766,6.097344134630036,Corn,False
2014-04-01,5.085793861900137,4.168599960006518,5.986701129992527,Corn,False
2014-05-01,4.9876756381799385,4.095919615063639,5.842776565817578,Corn,False
2014-06-01,4.859941641294496,4.007722484691233,5.749889460295385,Corn,False
2014-07-01,4.740866725653083,3.798491466653859,5.660049182967025,Corn,False
2014-08-01,4.4922796419672375,3.6114650579015244,5.395421604954668,Corn,False
2014-09-01,4.14566169874198,3.2525237741101134,4.926796539865686,Corn,False
2014-10-01,3.9507186677023647,3.0830748397414722,4.821927994518417,Corn,False
2014-11-01,3.891294010692467,2.98278911935068,4.70611311451374,Corn,False
2014-12-01,3.926535230066558,3.0393383140983086,4.827083028980551,Corn,False
2015-01-01,3.904292010599583,3.0533976445524877,4.744680938016542,Corn,False
2015-02-01,3.861065292763871,2.9702089932151625,4.7309965901130955,Corn,False
2015-03-01,4.113491702199796,3.2426728160267797,4.9715806263520035,Corn,False
2015-04-01,4.023725607013858,3.1758650931062826,4.94055579125013,Corn,False
2015-05-01,3.978967797666049,3.152642006701902,4.850267291572182,Corn,False
2015-06-01,3.9000603908346907,3.0935135022256155,4.721079860300619,Corn,False
2015-07-01,3.888324074685268,3.0116420867386373,4.790079004231124,Corn,False
2015-08-01,3.7664531831889843,2.8504727391245557,4.6501855662870115,Corn,False
2015-09-01,3.564429443904404,2.6925728966716465,4.406998078766351,Corn,False
2015-10-01,3.5308461815035685,2.6942097637089,4.311620073755475,Corn,False
2015-11-01,3.504804869474754,2.659860316962869,4.385348690875967,Corn,False
2015-12-01,3.6299549415906736,2.8177028109123463,4.547062677562947,Corn,False
2016-01-01,3.5671358346996884,2.719847860684911,4.415830126256985,Corn,False
2016-02-01,3.4133117154090713,2.4907826074437773,4.326611405006502,Corn,False
2016-03-01,3.5715843935134597,2.648204502784875,4.4380206463024825,Corn,False
2016-04-01,3.6756165747453333,2.750363383437783,4.534730592099189,Corn,False
2016-05-01,3.75502622081084,2.8777605716090457,4.658617958223476,Corn,False
2016-06-01,3.8459089041099825,2.938309613701497,4.715066606511263,Corn,False
2016-07-01,3.8220853208152046,2.937951704060152,4.757912944474132,Corn,False
2016-08-01,3.700466368386851,2.8376298743480834,4.505484372778474,Corn,False
2016-09-01,3.474781025859387,2.62700042786969,4.32541951942547,Corn,False
2016-10-01,3.282427969324406,2.407070584674665,4.127844525950201,Corn,False
2016-11-01,3.323955521983094,2.4878980281568803,4.177264290306489,Corn,False
2016-12-01,3.3146487036466254,2.428050682948759,4.202926491787582,Corn,False
2017-01-01,3.52942846166997,2.6237117855116896,4.3928636852439515,Corn,False
2017-02-01,3.8882373101000987,3.0112000706008195,4.753699172725801,Corn,False
2017-03-01,3.590794132513469,2.746404449962762,4.44091045085528,Corn,False
2017-04-01,3.6732470558033854,2.7757762150971694,4.469020906044952,Corn,False
2017-05-01,3.7322795930326853,2.850950504061347,4.63218104291088,Corn,False
2017-06-01,3.787309788540883,2.914579233200993,4.6510457356417225,Corn,False
2017-07-01,3.7864843160631922,2.9330182259644686,4.731087323406683,Corn,False
2017-08-01,3.685929572671427,2.8093570499443516,4.600750143800458,Corn,False
2017-09-01,3.488162671953086,2.637431181659387,4.341839248940434,Corn,False
2017-10-01,3.3600160594591184,2.513510604565758,4.2634034768944025,Corn,False
2017-11-01,3.3921604733453963,2.5178460830611185,4.279973162002135,Corn,False
2017-12-01,3.4403483167819933,2.628611944551977,4.245279808823646,Corn,False
2018-01-01,3.5794725703700934,2.7203777586012747,4.449178416540278,Corn,False
2018-02-01,3.7805860848966573,2.9211018716793538,4.60257215833861,Corn,False
2018-03-01,3.7840077165829915,2.952768937305492,4.634402279510654,Corn,False
2018-04-01,3.8248965409579556,2.977503049846066,4.727854769215123,Corn,False
2018-05-01,3.844422363213403,3.020113597087892,4.7439326356531275,Corn,False
2018-06-01,3.844407533464429,3.0119344265767727,4.688377070386023,Corn,False
2018-07-01,3.84768429013501,2.9471431683937106,4.693085189340532,Corn,False
2018-08-01,3.7461486601340215,2.8307894774284805,4.615079826670464,Corn,False
2018-09-01,3.5544170787807747,2.731034054060105,4.448570452902999,Corn,False
2018-10-01,3.481756548881233,2.6149393631458855,4.318382790575783,Corn,False
2018-11-01,3.494776007237504,2.589086051417076,4.340899959537517,Corn,False
2018-12-01,3.592459849087392,2.7310826095303717,4.4798009564158905,Corn,False
2019-01-01,3.6423142818987913,2.7925327132358158,4.504004634465936,Corn,False
2019-02-01,3.6739113478435574,2.868303430487263,4.580434947983255,Corn,False
2019-03-01,3.9857184883068726,3.1064436754932023,4.863555289152136,Corn,False
2019-04-01,3.9790466822533155,3.1332300532342146,4.830557597084947,Corn,False
2019-05-01,3.9556339689827675,3.089683677732653,4.77771114343252,Corn,False
2019-06-01,3.898451820869047,2.9756217075296316,4.723399901341486,Corn,False
2019-07-01,3.907378069437758,3.0391291087638876,4.80342177505703,Corn,False
2019-08-01,3.8057319344548706,2.878927355100595,4.694496239090799,Corn,False
2019-09-01,3.6214471094954037,2.7074349409023664,4.406636464866511,Corn,False
2019-10-01,3.6064852698632217,2.701034847171246,4.449957395874403,Corn,False
2019-11-01,3.5985910544440123,2.709803445682449,4.430125093790668,Corn,False
2019-12-01,3.745959790892597,2.86977825531381,4.600521774293953,Corn,False
2020-01-01,3.7004192975433288,2.831187512223452,4.585750344188769,Corn,False
2020-02-01,3.627877615558483,2.6811348643644846,4.464516857633883,Corn,False
2020-03-01,3.8818394712524187,2.9698039227924142,4.727330380756597,Corn,False
2020-04-01,4.0898407655040225,3.235893812231862,5.0033200938344615,Corn,False
2020-05-01,4.2726736849138724,3.362017070817759,5.109024834813535,Corn,False
2020-06-01,4.476733402910522,3.6534911150691802,5.349351681905893,Corn,False
2020-07-01,4.546443842135119,3.640328557124068,5.3836192122611735,Corn,False
2020-08-01,4.547012835053599,3.66794083846118,5.417990862115502,Corn,False
2020-09-01,4.407004818500301,3.548373632788824,5.274158667917631,Corn,False
2020-10-01,4.277495643475287,3.380425863832785,5.123106148749558,Corn,False
2020-11-01,4.451497689600522,3.587256960294072,5.33084160256538,Corn,False
2020-12-01,4.554848310923851,3.7077710563814636,5.469608448728419,Corn,False
2021-01-01,4.977552530549701,4.089033832593635,5.864518961665548,Corn,False
2021-02-01,5.624261748624277,4.691524764714944,6.474608944897593,Corn,False
2021-03-01,5.311481319285442,4.421766580681003,6.178945160832896,Corn,False
2021-04-01,5.552283672279591,4.687838329786792,6.388981984284193,Corn,False
2021-05-01,5.757898475834473,4.878026115523255,6.644485174552732,Corn,False
2021-06-01,5.964343626467566,5.140847729831933,6.8407812399953665,Corn,False
2021-07-01,6.0801755758700295,5.1732395868026195,6.979880855941643,Corn,False
2021-08-01,6.036061212110832,5.217227080356712,6.936091130403912,Corn,False
2021-09-01,5.822805493740988,4.946288072139088,6.694774625409013,Corn,False
2021-10-01,5.711581166188176,4.814283726295801,6.564697549528791,Corn,False
2021-11-01,5.872927117568022,4.9687004737047396,6.720037966724851,Corn,False
2021-12-01,6.060670847634996,5.265782267395863,6.963631255744365,Corn,False
2022-01-01,6.2472760311596245,5.325559556185924,7.086047328849459,Corn,False
2022-02-01,6.536760086827297,5.6749089694775146,7.408390666668066,Corn,False
2022-03-01,6.487270329253912,5.594974524960323,7.31163065774712,Corn,False
2022-04-01,6.495600262838526,5.630634436162976,7.3422503057302215,Corn,False
2022-05-01,6.468913251662775,5.630702219238696,7.301784963095986,Corn,False
2022-06-01,6.407289003620876,5.534112687564237,7.257732379642176,Corn,False
2022-07-01,6.353320153284103,5.442005984930786,7.178614145166598,Corn,False
2022-08-01,6.126106391460302,5.3099685708412725,7.00131020189467,Corn,False
2022-09-01,5.756280020656433,4.888356761049917,6.637899235009565,Corn,False
2022-10-01,5.585458416090762,4.745645553657258,6.473038630707699,Corn,False
2022-11-01,5.551430980565913,4.623444616563438,6.482002423095634,Corn,False
2022-12-01,5.652185090401982,4.781010130176923,6.482219816244687,Corn,False
2023-01-01,5.673833128407045,4.81214523264288,6.517046387965696,Corn,False
2023-02-01,5.665994946600417,4.7481130524457775,6.538934491980023,Corn,False
2023-03-01,6.09116848813067,5.262936141694596,7.005914743786832,Corn,False
2023-04-01,6.019632918040913,5.169185946532952,6.897155206218827,Corn,False
2023-05-01,5.925428002619408,5.014553865680755,6.8425625771327,Corn,False
2023-06-01,5.780132838572245,4.924102432695711,6.622868088938147,Corn,False
2023-07-01,5.735742014215234,4.808831848582734,6.647156246009011,Corn,False
2023-08-01,5.528756455857983,4.688397710939527,6.394268197922559,Corn,False
2023-09-01,5.20627123564153,4.374387403959584,6.043353591929766,Corn,False
2023-10-01,5.1321812002390095,4.220004410034675,5.964512164533413,Corn,False
2023-11-01,5.066938360068629,4.18526515824513,5.9774081178593,Corn,False
2023-12-01,5.220236948505339,4.401526302597449,6.154227948683668,Corn,False
2024-01-01,5.101654632148789,4.224071262358683,5.91627196885414,Corn,False
2024-02-01,4.854454182551101,3.931378468248497,5.679955716554717,Corn,False
2024-03-01,5.052750876062782,4.226233332207642,5.9069640436525415,Corn,False
2024-04-01,5.170250283292709,4.340199461357243,6.051610800882263,Corn,False
2024-05-01,5.252417988521996,4.4165485733976455,6.152727297718304,Corn,False
2024-06-01,5.348079216390905,4.495145866321486,6.2434338142784735,Corn,False
2024-07-01,5.2844900925921205,4.370750117902391,6.208590705474121,Corn,False
2024-08-01,5.08566003424688,4.243162742685912,6.030211554784555,Corn,False
2024-09-01,4.7464917537839115,3.881080043462273,5.646392807001503,Corn,False
2024-10-01,4.4446684237234155,3.581435293732663,5.254074001828486,Corn,False
2024-11-01,4.459971695983542,3.6570576842566744,5.339742707376441,Corn,False
2024-12-01,4.4079455885013274,3.539619788194222,5.278128729303195,Corn,False
2025-01-01,4.650018407351985,3.773193337470998,5.545462385651756,Corn,True
2025-02-01,5.074720800233934,4.199083533022453,5.940903360662781,Corn,True
2025-03-01,4.64641157815639,3.749653509832426,5.534708478535231,Corn,True
2025-04-01,4.69551738843716,3.8542597262522484,5.585003121310274,Corn,True
2025-05-01,4.714581448483195,3.786014193754687,5.599201398416188,Corn,True
2025-06-01,4.725195376271359,3.8069361403928634,5.596853163002291,Corn,True
